PČV,Typ,Stav,Kód STK,Název STK,Platnost od,Platnost do,Číslo protokolu,Aktuální
7048282,E - Evidenční,Nezjištěno,3740,"MASARYKOVA 1663, 69826, VESELÍ NAD MORAVOU",2007-01-02,2007-01-02,,True
7236873,E - Evidenční,Nezjištěno,3223,"DLOUHÉ POLE 31, 25601, BENEŠOV",2003-05-12,2003-05-12,,True
9217,E - Evidenční,Nezjištěno,3708,"Brněnská 74, 693 01, Hustopeče",2005-11-30,2005-11-30,,True
4344623,P - Pravidelná,A,3706,"JESTŘABEC 2044, 59401, VELKÉ MEZIŘÍČÍ",2009-09-30,2011-09-30,,True
9763545,E - Evidenční,Nezjištěno,3223,"DLOUHÉ POLE 31, 25601, BENEŠOV",2003-06-23,2003-06-23,,True
8735998,A - Pro nebezpečné látky,Nezjištěno,370200143,ADMINISTRATIVNÍ OMEZENÍ - NOVÁ VOZIDLA,2005-10-21,2009-10-21,,True
8810964,P - Pravidelná,A,3757,"ŘÍPSKÁ 11E, 62700, BRNO",2008-05-07,2010-05-07,,True
8815814,P - Pravidelná,A,3523,"HAVÍŘSKÁ 360/29, 40010, ÚSTÍ NAD LABEM - VŠEBOŘICE",2008-05-13,2010-05-13,,True
5847035,P - Pravidelná,Nezjištěno,3225,"SUCHDOLSKÁ 682, 25262, HOROMĚŘICE",2007-10-02,2009-10-02,,True
5785951,P - Pravidelná,Nezjištěno,3208,"OBECNICKÁ 323, 26101, PŘÍBRAM I",2007-07-04,2009-07-04,,True
3791892,E - Evidenční,Nezjištěno,3708,"Brněnská 74, 693 01, Hustopeče",2004-04-27,2004-04-27,,True
7729393,P - Pravidelná,A,3325,"Vodňanská 964, 383 01, Prachatice",2008-08-14,2010-08-14,,True
9780793,E - Evidenční,Nezjištěno,3308,"JAROŠOVSKÁ 869/II, 37701, JINDŘICHŮV HRADEC",2006-06-28,2006-06-28,,True
3791892,P - Pravidelná,A,3708,"Brněnská 74, 693 01, Hustopeče",2010-03-30,2012-03-30,,True
4390364,P - Pravidelná,A,3606,"HRADECKÁ 1122, 50601, JIČÍN",2009-06-15,2011-06-15,,True
4464241,P - Pravidelná,A,3325,"Vodňanská 964, 383 01, Prachatice",2010-01-25,2012-01-25,,True
2126323,P - Pravidelná,A,3825,"MARKVARTOVICKÁ 7, 74801, HLUČÍN",2003-09-05,2005-09-05,,True
9980129,P - Pravidelná,A,3406,"DOMAŽLICKÉ PŘEDMĚSTÍ 938, 33901, KLATOVY",2008-12-17,2010-11-27,,True
7638467,P - Pravidelná,A,3523,"HAVÍŘSKÁ 360/29, 40010, ÚSTÍ NAD LABEM - VŠEBOŘICE",2008-04-28,2010-04-28,,True
7745872,E - Evidenční,Nezjištěno,3642,"VRAČOVICE 1, 56601, VRAČOVICE - ORLOV",2006-06-13,2006-06-13,,True
7780545,P - Pravidelná,A,3108,"RADIMOVA 2327/39, 16900, PRAHA 6 - BŘEVNOV",2007-03-29,2009-03-29,,True
10456407,P - Pravidelná,A,3406,"DOMAŽLICKÉ PŘEDMĚSTÍ 938, 33901, KLATOVY",2003-01-02,2005-01-02,,True
11872506,P - Pravidelná,A,3608,"KRÁTKÁ 487, 54901, NOVÉ MĚSTO NAD METUJÍ",2004-09-22,2006-09-22,,True
11873175,P - Pravidelná,A,370200143,ADMINISTRATIVNÍ OMEZENÍ - NOVÁ VOZIDLA,2007-05-25,2011-05-25,,True
9983989,E - Evidenční,Nezjištěno,3308,"JAROŠOVSKÁ 869/II, 37701, JINDŘICHŮV HRADEC",2004-03-10,2004-03-10,,True
8810511,E - Evidenční,Nezjištěno,3608,"KRÁTKÁ 487, 54901, NOVÉ MĚSTO NAD METUJÍ",2008-11-19,2008-11-19,,True
8810511,P - Pravidelná,A,3608,"KRÁTKÁ 487, 54901, NOVÉ MĚSTO NAD METUJÍ",2008-10-02,2011-09-26,,True
4912426,P - Pravidelná,A,3808,"ŠPÁLOVA 1095/11, 70200, OSTRAVA-MOR. OSTRAVA A PŘÍVOZ",2006-04-14,2008-04-14,,True
4464241,E - Evidenční,Nezjištěno,3325,"Vodňanská 964, 383 01, Prachatice",2007-08-15,2007-08-15,,True
8596209,E - Evidenční,Nezjištěno,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2007-02-09,2007-02-09,,True
8659468,P - Pravidelná,A,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2008-04-24,2010-04-24,,True
7890161,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2005-11-02,2007-11-02,,True
9635592,E - Evidenční,Nezjištěno,3204,"KOLÍNSKÁ 670, 28504, UHLÍŘSKÉ JANOVICE",2003-11-27,2003-11-27,,True
9380411,E - Evidenční,Nezjištěno,3236,"NOUZOV 82, 28901, DYMOKURY",2007-06-28,2007-06-28,,True
9968341,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2008-06-13,2010-06-13,,True
1000856,P - Pravidelná,A,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2005-03-29,2006-03-29,,True
7922632,P - Pravidelná,A,3831,"ZAHRADNÍ 1925/44A, 792 01, BRUNTÁL",2006-05-15,2008-05-15,,True
10312853,P - Pravidelná,A,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2007-05-10,2009-04-12,,True
9282749,E - Evidenční,Nezjištěno,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2008-12-15,2008-12-15,,True
8695655,P - Pravidelná,A,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2009-04-09,2011-04-09,,True
8696837,P - Pravidelná,A,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2007-06-29,2009-06-26,,True
10273359,E - Evidenční,Nezjištěno,3629,"U STŘELNICE 1724, 58301, CHOTĚBOŘ",2009-04-22,,,True
8596209,P - Pravidelná,A,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2007-05-21,2009-05-21,,True
10273359,P - Pravidelná,A,3629,"U STŘELNICE 1724, 58301, CHOTĚBOŘ",2009-07-22,2011-07-22,,True
9692098,E - Evidenční,Nezjištěno,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2003-06-11,2003-06-11,,True
10330315,P - Pravidelná,A,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2007-06-28,2009-05-15,,True
9681831,E - Evidenční,Nezjištěno,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2004-03-01,2004-03-01,,True
10452314,P - Pravidelná,A,3838,"Pod Šodkem 1618, 739 34, Šenov",2005-05-30,2007-05-30,,True
9658774,P - Pravidelná,A,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2005-09-05,2007-09-05,,True
9668358,E - Evidenční,Nezjištěno,3234,"HAVLÍČKOVA 1432/II, 29301, MLADÁ BOLESLAV",2004-06-14,2004-06-14,,True
9680725,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2002-05-13,2004-05-13,,False
10385394,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2006-09-22,2007-09-22,,True
10385394,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2005-09-19,2006-09-19,,False
10385394,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2004-10-26,2005-10-26,,False
10442626,P - Pravidelná,A,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2007-11-07,2009-11-07,,True
5054650,P - Pravidelná,A,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2006-09-05,2008-09-05,,True
9207436,E - Evidenční,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2008-12-11,2008-12-11,,True
10442896,E - Evidenční,Nezjištěno,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2003-11-18,2003-11-18,,True
10442626,E - Evidenční,Nezjištěno,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2006-08-16,2006-08-16,,True
10314101,E - Evidenční,Nezjištěno,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2006-10-18,2006-10-18,,True
311937,P - Pravidelná,A,3402,"CITICKÁ 2069, 35601, SOKOLOV",2005-04-20,2007-04-20,,True
10392186,P - Pravidelná,A,3629,"U STŘELNICE 1724, 58301, CHOTĚBOŘ",2008-04-23,2010-04-23,,True
10442418,P - Pravidelná,A,3829,"SERVISNÍ 5556/1, 72200, OSTRAVA - TŘEBOVICE",2006-06-19,2008-06-19,,True
8771081,E - Evidenční,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2010-04-21,2010-04-21,,True
7592115,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2008-02-26,2010-02-26,,True
8802194,P - Pravidelná,A,3402,"CITICKÁ 2069, 35601, SOKOLOV",2008-05-06,2010-04-24,,True
8810137,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2007-03-15,2008-03-15,,False
6374623,P - Pravidelná,A,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2009-06-15,2011-06-15,,True
8742325,E - Evidenční,Nezjištěno,3804,"LAZECKÁ 552, 77900, OLOMOUC - LAZCE",2006-03-16,2006-03-16,,True
8742325,P - Pravidelná,A,3804,"LAZECKÁ 552, 77900, OLOMOUC - LAZCE",2009-07-21,2011-07-21,,True
8810088,P - Pravidelná,A,3234,"HAVLÍČKOVA 1432/II, 29301, MLADÁ BOLESLAV",2006-09-11,2008-09-11,,True
7556325,P - Pravidelná,A,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2008-01-31,2010-01-29,,True
7580710,P - Pravidelná,A,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2008-05-21,2010-05-21,,True
7125114,E - Evidenční,Nezjištěno,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2005-06-20,2005-06-20,,True
10392186,E - Evidenční,Nezjištěno,3629,"U STŘELNICE 1724, 58301, CHOTĚBOŘ",2002-01-11,2002-01-11,,True
7048282,P - Pravidelná,A,3804,"LAZECKÁ 552, 77900, OLOMOUC - LAZCE",2008-07-02,2010-07-02,,True
10442418,E - Evidenční,Nezjištěno,3829,"SERVISNÍ 5556/1, 72200, OSTRAVA - TŘEBOVICE",2006-04-19,2006-04-19,,True
7798685,E - Evidenční,Nezjištěno,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2005-12-19,2005-12-19,,True
5008904,P - Pravidelná,A,3831,"ZAHRADNÍ 1925/44A, 792 01, BRUNTÁL",2009-05-14,2011-05-14,,True
1987916,P - Pravidelná,B,3304,"POD KOVOSVITEM 1135, 39102, SEZIMOVO ÚSTÍ",2005-11-30,2005-12-30,,True
8993246,P - Pravidelná,A,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2008-11-26,2010-11-26,,True
8998877,E - Evidenční,Nezjištěno,3829,"SERVISNÍ 5556/1, 72200, OSTRAVA - TŘEBOVICE",2002-06-17,2002-06-17,,True
5979990,E - Evidenční,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2009-06-29,2009-06-29,,True
9641184,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2012-04-04,2014-04-04,,False
6015398,E - Evidenční,Nezjištěno,3838,"Pod Šodkem 1618, 739 34, Šenov",2006-10-12,2006-10-12,,True
5606733,P - Pravidelná,A,3204,"KOLÍNSKÁ 670, 28504, UHLÍŘSKÉ JANOVICE",2008-10-09,2010-10-09,,True
5657944,P - Pravidelná,A,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2008-12-09,2010-12-09,,True
5643581,P - Pravidelná,A,3804,"LAZECKÁ 552, 77900, OLOMOUC - LAZCE",2003-07-16,2005-07-16,,True
5721876,P - Pravidelná,A,3204,"KOLÍNSKÁ 670, 28504, UHLÍŘSKÉ JANOVICE",2008-05-05,2010-05-05,,True
5800731,P - Pravidelná,A,3234,"HAVLÍČKOVA 1432/II, 29301, MLADÁ BOLESLAV",2007-10-24,2009-10-24,,True
5936222,P - Pravidelná,A,3402,"CITICKÁ 2069, 35601, SOKOLOV",2003-05-19,2005-05-19,,True
8991198,P - Pravidelná,A,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2007-12-11,2009-12-11,,True
9957071,P - Pravidelná,A,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2009-01-19,2011-01-19,,True
921938,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2002-12-19,2004-11-21,,True
9934750,E - Evidenční,Nezjištěno,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2007-05-15,2007-05-15,,True
10873731,P - Pravidelná,A,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2009-12-28,2011-05-12,,True
5936222,E - Evidenční,Nezjištěno,3402,"CITICKÁ 2069, 35601, SOKOLOV",2001-09-18,2001-09-19,,True
7113492,E - Evidenční,Nezjištěno,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2011-10-26,2011-10-26,,True
8670238,P - Pravidelná,A,3804,"LAZECKÁ 552, 77900, OLOMOUC - LAZCE",2008-04-28,2010-04-28,,True
3869603,P - Pravidelná,A,3234,"HAVLÍČKOVA 1432/II, 29301, MLADÁ BOLESLAV",2008-09-15,2010-09-15,,True
7383598,E - Evidenční,Nezjištěno,3804,"LAZECKÁ 552, 77900, OLOMOUC - LAZCE",2008-07-23,2008-07-23,,True
5893641,P - Pravidelná,A,3304,"POD KOVOSVITEM 1135, 39102, SEZIMOVO ÚSTÍ",2010-04-28,2012-03-29,,True
7462098,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2006-09-12,2007-09-11,,True
4108729,P - Pravidelná,A,3429,"ANGLICKÁ 2863, 35201, AŠ",2010-10-27,2012-10-27,,False
6063105,P - Pravidelná,A,3629,"U STŘELNICE 1724, 58301, CHOTĚBOŘ",2009-02-04,2011-02-04,,True
3869603,E - Evidenční,Nezjištěno,3234,"HAVLÍČKOVA 1432/II, 29301, MLADÁ BOLESLAV",2007-02-28,2007-02-28,,True
5893623,E - Evidenční,Nezjištěno,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2002-01-16,2002-01-16,,True
5974143,E - Evidenční,Nezjištěno,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2002-09-25,2002-09-25,,True
5913380,P - Pravidelná,A,3702,"LETECKÁ 3753/2, 79601, PROSTĚJOV",2007-07-17,2009-07-17,,True
8985533,P - Pravidelná,A,3234,"HAVLÍČKOVA 1432/II, 29301, MLADÁ BOLESLAV",2008-06-05,2010-06-05,,True
8843368,E - Evidenční,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2008-11-19,2008-11-19,,True
10129466,P - Pravidelná,A,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2004-09-15,2006-09-15,,True
11167060,P - Pravidelná,A,3234,"HAVLÍČKOVA 1432/II, 29301, MLADÁ BOLESLAV",2007-09-21,2009-09-21,,True
7161579,E - Evidenční,Nezjištěno,3402,"CITICKÁ 2069, 35601, SOKOLOV",2006-05-24,2006-05-24,,True
9344545,P - Pravidelná,A,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2005-10-14,2007-10-14,,True
9344545,E - Evidenční,Nezjištěno,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2007-08-15,2007-08-15,,True
6618670,E - Evidenční,Nezjištěno,3234,"HAVLÍČKOVA 1432/II, 29301, MLADÁ BOLESLAV",2008-06-06,2008-06-06,,True
7239132,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2005-09-21,2007-09-21,,True
9533344,P - Pravidelná,A,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2006-12-07,2008-12-07,,True
9533344,E - Evidenční,Nezjištěno,3227,"KOLOVRATSKÁ 2020, 25101, ŘÍČANY",2004-12-20,2004-12-20,,True
10817711,P - Pravidelná,A,3102,"SPOJOVACÍ 41, 19000, PRAHA 9",2005-10-27,2007-10-27,,True
1283456,P - Pravidelná,A,3804,"LAZECKÁ 552, 77900, OLOMOUC - LAZCE",2005-10-11,2007-10-11,,True
7004481,P - Pravidelná,A,3731,"ZA MLÝNEM 5, 66601, TIŠNOV",2005-04-13,2007-04-13,,True
4053848,P - Pravidelná,A,3104,"PLZEŇSKÁ 215B, 15000, PRAHA 5",2008-01-30,2010-01-30,,True
9865356,E - Evidenční,Nezjištěno,3302,"DOLNÍ TŘEBONÍN 195, 38201, DOLNÍ TŘEBONÍN",2008-05-19,2008-05-19,,True
9865741,E - Evidenční,Nezjištěno,3304,"POD KOVOSVITEM 1135, 39102, SEZIMOVO ÚSTÍ",2006-07-24,2006-07-24,,True
9615555,P - Pravidelná,A,3529,"LONDÝNSKÁ 590/85, 46001, LIBEREC XI-RŮŽODOL I",2006-10-03,2008-10-03,,True
9657040,P - Pravidelná,A,3529,"LONDÝNSKÁ 590/85, 46001, LIBEREC XI-RŮŽODOL I",2006-07-31,2008-07-31,,True
10216454,E - Evidenční,Nezjištěno,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2005-03-31,2005-03-31,,True
10226864,P - Pravidelná,A,3202,"MLADOBOLESLAVSKÁ 2801, 27601, MĚLNÍK",2008-11-12,2010-11-12,,True
5966336,P - Pravidelná,A,3411,"NEPOMUCKÁ 487/119, 32600, PLZEŇ",2009-02-19,2011-02-19,,True
4595298,P - Pravidelná,A,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2003-12-09,2005-12-09,,True
7193891,P - Pravidelná,A,3511,"K EMANCE 291, 41703, DUBÍ - MSTIŠOV",2008-04-30,2010-04-30,,True
7709636,E - Evidenční,Nezjištěno,3411,"NEPOMUCKÁ 487/119, 32600, PLZEŇ",2005-06-28,2005-06-28,,True
5966336,E - Evidenční,Nezjištěno,3413,"Koterovská 156a, 32600, Plzeň",2008-05-07,2008-05-07,,True
4595298,E - Evidenční,Nezjištěno,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2002-01-10,2002-01-10,,True
9801283,P - Pravidelná,A,3411,"NEPOMUCKÁ 487/119, 32600, PLZEŇ",2009-01-29,2011-01-29,,True
2532100,P - Pravidelná,A,3820,"UL. 9. KVĚTNA 1548/1B, 735 35, HORNÍ SUCHÁ",2003-02-03,2004-04-23,,True
7884757,P - Pravidelná,A,3320,"J. PLACHTY 56/2606, 37003, ČESKÉ BUDĚJOVICE 3",2010-01-27,2012-01-27,,True
7884757,E - Evidenční,Nezjištěno,3320,"J. PLACHTY 56/2606, 37003, ČESKÉ BUDĚJOVICE 3",2008-08-29,2008-08-29,,True
7117981,E - Evidenční,Nezjištěno,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2008-07-21,2008-07-21,,True
4910580,P - Pravidelná,A,3413,"Koterovská 156a, 32600, Plzeň",2009-11-05,2011-11-05,,True
10584902,E - Evidenční,Nezjištěno,3722,"OPAVSKÁ 26/8, 63900, BRNO",2009-05-13,2009-05-13,,True
10454830,E - Evidenční,Nezjištěno,3722,"OPAVSKÁ 26/8, 63900, BRNO",2003-02-19,2003-02-19,,True
10056379,P - Pravidelná,A,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2007-12-03,2009-12-03,,True
10056379,E - Evidenční,Nezjištěno,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2005-04-18,2005-04-18,,True
7728254,E - Evidenční,Nezjištěno,3520,"PODKRUŠNOHORSKÁ 8, 43542, JANOV U LITVÍNOVA",2006-12-06,2006-12-06,,True
7769103,E - Evidenční,Nezjištěno,3513,"ŽIŽKOVA 2483, 41301, ROUDNICE NAD LABEM",2004-01-28,2004-01-28,,True
697110,E - Evidenční,Nezjištěno,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2007-08-06,2007-08-06,,True
7769103,P - Pravidelná,A,3513,"ŽIŽKOVA 2483, 41301, ROUDNICE NAD LABEM",2009-03-10,2011-03-10,,True
4879790,P - Pravidelná,A,3320,"J. PLACHTY 56/2606, 37003, ČESKÉ BUDĚJOVICE 3",2009-08-06,2011-08-06,,True
8341576,P - Pravidelná,A,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2008-10-02,2010-10-02,,True
7779037,P - Pravidelná,A,3413,"Koterovská 156a, 32600, Plzeň",2010-03-30,2012-03-30,,True
709081,P - Pravidelná,A,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2007-04-11,2009-04-11,,True
5105557,P - Pravidelná,A,3520,"PODKRUŠNOHORSKÁ 8, 43542, JANOV U LITVÍNOVA",2009-06-10,2011-06-10,,True
1890642,P - Pravidelná,A,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2006-09-26,2008-09-26,,True
7117981,P - Pravidelná,A,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2009-05-21,2011-05-21,,True
4910580,E - Evidenční,Nezjištěno,3413,"Koterovská 156a, 32600, Plzeň",2005-06-29,2005-06-29,,True
4770714,P - Pravidelná,A,3413,"Koterovská 156a, 32600, Plzeň",2010-04-30,2012-04-30,,True
7502095,E - Evidenční,Nezjištěno,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2006-10-12,2006-10-12,,True
2645892,P - Pravidelná,A,3513,"ŽIŽKOVA 2483, 41301, ROUDNICE NAD LABEM",2009-05-28,2009-07-19,,True
9867692,P - Pravidelná,A,3845,"POLIČNÁ 508, 75701, POLIČNÁ",2006-07-11,2010-07-11,,True
1488674,P - Pravidelná,A,3622,"SEMTÍN 100, 53354, PARDUBICE",2007-07-27,2008-07-27,,True
1952761,P - Pravidelná,A,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2007-08-21,2009-08-21,,True
2743315,P - Pravidelná,A,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2007-04-17,2009-04-17,,True
8855026,P - Pravidelná,A,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2009-11-18,2010-11-13,,True
2802110,P - Pravidelná,A,3622,"SEMTÍN 100, 53354, PARDUBICE",2008-05-13,2010-05-13,,True
8467004,P - Pravidelná,A,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2008-02-20,2010-02-20,,True
10171160,E - Evidenční,Nezjištěno,3120,"SKORKOVSKÁ 1537, 19800, PRAHA 14 - ČERNÝ MOST",2005-11-09,2005-11-09,,True
7767610,P - Pravidelná,A,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2007-09-19,2009-09-19,,True
8837807,P - Pravidelná,A,3513,"ŽIŽKOVA 2483, 41301, ROUDNICE NAD LABEM",2006-07-20,2008-07-20,,True
8817571,P - Pravidelná,A,3522,"ŽITAVSKÁ 3112, 47006, ČESKÁ LÍPA",2009-04-01,2011-04-01,,True
3356648,P - Pravidelná,A,3511,"K EMANCE 291, 41703, DUBÍ - MSTIŠOV",2006-06-02,2008-06-02,,True
8859420,P - Pravidelná,A,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2009-09-29,2011-09-29,,True
3956645,P - Pravidelná,A,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2006-06-19,2008-06-19,,True
2743315,E - Evidenční,Nezjištěno,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2004-03-29,2004-03-29,,True
7767610,E - Evidenční,Nezjištěno,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2004-09-22,2004-09-22,,True
5850945,E - Evidenční,Nezjištěno,3420,"HROZNĚTÍNSKÁ 402/4, 36004, KARLOVY VARY - BOHATICE",2008-04-30,2008-04-30,,True
7779037,E - Evidenční,Nezjištěno,3413,"Koterovská 156a, 32600, Plzeň",2008-08-01,2008-08-01,,True
1890642,E - Evidenční,Nezjištěno,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2007-07-11,2007-07-11,,True
7800591,E - Evidenční,Nezjištěno,3118,"PŘÍPOTOČNÍ 300/12, 10100, PRAHA 10 - VRŠOVICE",2007-09-17,2007-09-17,,True
7817199,E - Evidenční,Nezjištěno,3752,"Na Nivkách 305, 674 01, Třebíč",2006-04-04,2006-04-04,,True
4179135,P - Pravidelná,A,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2004-03-01,2006-03-01,,True
8865518,E - Evidenční,Nezjištěno,3420,"HROZNĚTÍNSKÁ 402/4, 36004, KARLOVY VARY - BOHATICE",2007-02-14,2007-02-14,,True
6734847,E - Evidenční,Nezjištěno,3645,"POD BUDÍNEM 1699, 51601, RYCHNOV NAD KNĚŽNOU",2008-06-11,2008-07-11,,True
8834444,P - Pravidelná,A,3413,"Koterovská 156a, 32600, Plzeň",2008-01-16,2010-01-16,,True
4444011,P - Pravidelná,A,3820,"UL. 9. KVĚTNA 1548/1B, 735 35, HORNÍ SUCHÁ",2008-03-04,2010-03-04,,True
4857493,P - Pravidelná,A,3820,"UL. 9. KVĚTNA 1548/1B, 735 35, HORNÍ SUCHÁ",2007-05-31,2009-05-31,,True
5602463,P - Pravidelná,A,3413,"Koterovská 156a, 32600, Plzeň",2010-10-05,2012-10-05,,True
5644078,P - Pravidelná,A,3413,"Koterovská 156a, 32600, Plzeň",2009-05-28,2011-05-06,,True
4332464,P - Pravidelná,A,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2005-05-30,2007-05-09,,True
8932316,P - Pravidelná,A,3311,"SKRÝŠOVSKÁ 1968, 39301, PELHŘIMOV",2009-01-29,2011-01-29,,True
4667739,P - Pravidelná,A,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2008-06-18,2010-06-18,,True
4897473,P - Pravidelná,A,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2009-05-18,2011-05-18,,True
4856549,P - Pravidelná,A,3511,"K EMANCE 291, 41703, DUBÍ - MSTIŠOV",2007-07-11,2009-07-11,,True
7878501,E - Evidenční,Nezjištěno,3820,"UL. 9. KVĚTNA 1548/1B, 735 35, HORNÍ SUCHÁ",2007-05-17,2007-06-16,,True
8706626,P - Pravidelná,A,320200003,STK NEZJIŠTĚNA,2010-12-01,2011-11-30,,True
8285120,P - Pravidelná,A,3118,"PŘÍPOTOČNÍ 300/12, 10100, PRAHA 10 - VRŠOVICE",2008-12-19,2010-12-19,,True
7862631,P - Pravidelná,A,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2007-12-11,2009-12-11,,True
9933074,P - Pravidelná,A,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2006-10-13,2008-10-13,,True
4897473,E - Evidenční,Nezjištěno,3720,"MĚŠŤANSKÁ 4339/146A, 69501, HODONÍN",2002-08-28,2002-08-28,,True
5644078,E - Evidenční,Nezjištěno,3413,"Koterovská 156a, 32600, Plzeň",2007-11-22,2007-11-26,,True
5738832,E - Evidenční,Nezjištěno,3722,"OPAVSKÁ 26/8, 63900, BRNO",2004-10-25,2004-10-25,,True
786701,P - Pravidelná,A,3620,"DAŠICKÁ 248, 53701, CHRUDIM IV",2002-04-11,2004-04-11,,True
